source,target,source_belief,target_belief,trust,distrust,source_party,target_party
488,480,-1.362,-0.875,0.9240455134,0.08726076555,Democratic,Democratic
761,2567,-1.197,-1.019,0.9112876485,0.03273809524,Democratic,Democratic
385,852,0.652,-0.953,0.48461498,0.5851344472,Republican,Democratic
364,2140,0.938,1.392,0.8972632142,0.01664773385,Republican,Republican
3042,1729,-0.224,1.25,0.7591533268,0.1663226694,Democratic,Republican
1429,1588,-1.833,0.833,0.8945720467,0.3546712803,Democratic,Republican
1244,18,-1.706,-0.415,0.7929429501,0.08928571429,Democratic,Democratic
2760,682,-2.022,-2.095,0.8558359586,0.03333333333,Democratic,Democratic
2204,690,-2.169,-1.745,0.6408627508,0.1191391941,Democratic,Democratic
1526,3121,-1.147,-1.323,0.8976260602,0.133390514,Democratic,Democratic
234,726,0.949,0.736,0.5689287487,0.1105769231,Republican,Republican
448,435,0.909,0.829,0.9429254239,0.01282051282,Republican,Republican
3034,3131,-0.747,-1.051,0.9183127982,0.03070175439,Democratic,Democratic
2259,1182,-1.036,-0.945,0.955326764,0.03762900839,Democratic,Democratic
402,3114,0.778,0.649,0.7962656026,0.1374042146,Republican,Republican
1033,398,0.875,1.298,0.8812516409,0.05800214823,Republican,Republican
509,1266,-1.158,-1.302,0.8665805221,0.01763295051,Democratic,Democratic
1262,1266,-0.907,-1.302,0.8338231789,0.03887167912,Democratic,Democratic
1566,519,-1.076,-1.153,0.6877015467,0.02547100787,Democratic,Democratic
1290,1816,-0.961,0.165,0.8549965868,0.05230978261,Democratic,Republican
505,2129,-1.328,-1.041,0.8251103476,0.06270005581,Democratic,Democratic
515,511,-1.204,-1.145,0.8366077539,0.01759834369,Democratic,Democratic
506,1074,-1.18,-0.023,0.8341577504,0.1459459459,Democratic,Republican
1607,1279,-1.361,-1.278,0.9409529572,0.06140350877,Democratic,Democratic
489,544,-1.501,-1.491,0.9064459082,0.04539160839,Democratic,Democratic
2082,1799,-1.213,-1.21,0.7440933268,0.001893939394,Democratic,Democratic
1564,1906,-1.12,-1.133,0.3443066635,0.05187514035,Democratic,Democratic
140,88,-1.369,-1.154,0.3398938175,0.0380952381,Democratic,Democratic
2348,610,-1.498,-1.426,0.9491530858,0.04861111111,Democratic,Democratic
1709,333,1.233,0.647,0.8964465392,0.1960158817,Republican,Republican
586,1448,0.635,1.041,0.9014519421,0.02134646962,Republican,Republican
1748,107,-1.546,-2.537,0.3453285712,0.006734510626,Democratic,Democratic
97,2670,-1.346,-1.239,0.8399853747,0.1232762984,Democratic,Democratic
811,24,-2.028,-1.931,0.8930130971,0.03467618562,Democratic,Democratic
1425,1244,-1.725,-1.706,0.8545738326,0.02714285714,Democratic,Democratic
815,11,-1.498,1.297,0.8669750931,0.281030445,Democratic,Republican
819,1427,-1.679,-1.854,0.8338034377,0.0005973813421,Democratic,Democratic
11,816,1.297,-0.588,0.8456751229,0.2467532468,Republican,Democratic
809,1242,-0.485,1.161,0.9485103071,0.1571248424,Democratic,Republican
1247,4,-1.779,-1.815,0.7867512654,0.006493506494,Democratic,Democratic
1387,2734,0.049,-0.961,0.8076155434,0.5058823529,Republican,Democratic
3127,3121,-1.544,-1.323,0.8908345757,0.03240643139,Democratic,Democratic
2496,1387,-0.012,0.049,0.9415907109,0.1212669683,Republican,Republican
2460,3126,-1.362,-1.642,0.6497001616,0.08333333333,Democratic,Democratic
537,1076,-1.276,-1.391,0.3068722977,0.1606837607,Democratic,Democratic
1624,740,0.631,-1.278,0.8348050956,0.3592403562,Republican,Democratic
737,1647,0.66,0.723,0.9375681029,0.004554351099,Republican,Republican
731,777,0.681,0.623,0.9037822547,0.05792165111,Republican,Republican
1987,713,-0.641,-1.002,0.9411721324,0.1117173649,Democratic,Democratic
699,2464,-1.223,-1.337,0.8371647663,0.005953899519,Democratic,Democratic
573,2754,0.752,-0.43,0.8042701767,0.4099002849,Republican,Democratic
1142,1141,-0.41,-1.046,0.8273248823,0.02012329591,Democratic,Democratic
501,633,-1.294,-0.981,0.3018458269,0.07123655914,Democratic,Democratic
1132,1875,-2.098,-0.878,0.2700038219,0.1514705882,Democratic,Democratic
1130,3114,0.976,0.649,0.7726867377,0.1390648426,Republican,Republican
401,1130,1.371,0.976,0.8212864587,0.00368083004,Republican,Republican
405,398,1.26,1.298,0.7914348889,0.03629764065,Republican,Republican
2129,516,-1.041,-1.23,0.9256354235,0.02751536098,Democratic,Democratic
2438,1305,-0.924,-1.131,0.8000740541,0.07033138956,Democratic,Democratic
1266,1609,-1.302,-1.191,0.8391867518,0.02689220977,Democratic,Democratic
2131,1607,0.18,-1.361,0.8629380664,0.2195121951,Republican,Democratic
1290,2147,-0.961,-1.006,0.9415644847,0.002578599813,Democratic,Democratic
502,1280,-1.413,-1.336,0.9032606129,0.02536454773,Democratic,Democratic
1562,1282,-1.098,-1.153,0.9329173923,0.02782658518,Democratic,Democratic
1577,1568,-1.007,-1.243,0.8449164444,0.02441279022,Democratic,Democratic
1287,1074,-1.055,-0.023,0.8294890151,0.1191836735,Democratic,Republican
1302,1279,-1.027,-1.278,0.866859167,0.005328742417,Democratic,Democratic
2083,470,-0.988,-1.597,0.8831992754,0.01774193548,Democratic,Democratic
2082,551,-1.213,-0.966,0.6937002403,0.01442307692,Democratic,Democratic
1979,2265,-1.701,-1.239,0.8406287024,0.002136752137,Democratic,Democratic
1916,1919,-1.136,-1.585,0.9132961432,0.02031302663,Democratic,Democratic
2595,1907,-1.114,-1.161,0.8741081013,0.09090909091,Democratic,Democratic
1752,1906,-1.242,-1.133,0.5334570944,0.04880136986,Democratic,Democratic
1119,2567,-0.77,-1.019,0.7355405443,0.01183122528,Democratic,Democratic
2843,873,-0.893,0.426,0.8255610663,0.1165413534,Democratic,Republican
581,592,1.056,0.816,0.9475874916,0.01398601399,Republican,Republican
598,602,1.222,1.163,0.8779834661,0.02538485123,Republican,Republican
2445,2447,-2.015,-2.187,0.8129573848,0.04541062802,Democratic,Democratic
9,803,1.132,1.228,0.8635048959,0.07023809524,Republican,Republican
820,1241,-1.882,-1.161,0.9454761701,0.02456140351,Democratic,Democratic
1325,1426,-1.861,-1.574,0.7484594862,0.08999992813,Democratic,Democratic
671,691,-1.457,-1.479,0.4188750159,0.1071428571,Democratic,Democratic
685,679,-1.288,-1.477,0.7431450551,0.03901996214,Democratic,Democratic
1099,3130,-1.198,-1.142,0.7752787258,0.07894736842,Democratic,Democratic
2495,1088,0.087,-1.117,0.8605813824,0.6503016591,Republican,Democratic
1087,3121,0.004,-1.323,0.7185337528,0.4311682918,Republican,Democratic
2459,1387,0.298,0.049,0.9278175784,0.1144674086,Republican,Republican
726,779,0.736,-1.52,0.5621145339,0.6584624952,Republican,Democratic
1645,726,0.38,0.736,0.8217063408,0.08062953238,Republican,Republican
749,725,-1.386,1.133,0.6099940682,0.6523125997,Democratic,Republican
862,447,1.444,0.955,0.8545874276,0.1612318841,Republican,Republican
2091,868,0.832,0.82,0.8865571753,0.0201426025,Republican,Republican
1176,1177,-0.948,-0.735,0.9622835123,0.01944693238,Democratic,Democratic
998,1012,0.559,-1.625,0.7487542981,0.5787327515,Republican,Democratic
635,944,-0.228,-0.386,0.9686030906,0.1367954594,Republican,Democratic
461,462,-1.382,-0.674,0.8200159544,0.05,Democratic,Democratic
399,3114,1.126,0.649,0.8393229192,0.1043418839,Republican,Republican
3114,1375,0.649,-0.443,0.7663008156,0.3737068966,Republican,Democratic
513,2127,-1.216,-1.604,0.7585184716,0.007905909352,Democratic,Democratic
535,519,-1.411,-1.153,0.3771959054,0.01515151515,Democratic,Democratic
1571,2338,0.094,-1.343,0.6795107042,0.1810942628,Republican,Democratic
521,530,-1.152,-1.204,0.7602189192,0.0612244898,Democratic,Democratic
1285,1270,0.232,-1.051,0.8372569702,0.3510518934,Republican,Democratic
522,511,-1.119,-1.145,0.84945402,0.03103263777,Democratic,Democratic
1305,529,-1.131,-1.139,0.8291286887,0.007321916108,Democratic,Democratic
1303,1273,-0.982,-1.065,0.9337020845,0.0191603752,Democratic,Democratic
1578,510,-1.243,-1.021,0.823196846,0.07461722012,Democratic,Democratic
1567,1834,0.072,0.425,0.7683354117,0.2322118036,Republican,Republican
628,1279,-1.287,-1.278,0.8239333469,0.06140350877,Democratic,Democratic
476,535,0.543,-1.411,0.6386844083,0.521969697,Republican,Democratic
535,539,-1.411,-1.451,0.477610186,0.0005411255411,Democratic,Democratic
842,474,-1.169,-1.262,0.7662712289,0.02801358234,Democratic,Democratic
1378,534,-0.542,-1.161,0.8116078662,0.2375,Democratic,Democratic
540,467,-1.207,-1.121,0.9447086155,0.008661269064,Democratic,Democratic
760,762,-1.173,-1.012,0.8707295428,0.001923076923,Democratic,Democratic
2220,1442,1.402,0.798,0.9622407612,0.03357989611,Republican,Republican
3050,2256,1.142,0.713,0.8547814682,0.08257918552,Republican,Republican
91,108,-1.432,-1.406,0.4305987536,0.2457711443,Democratic,Democratic
1426,805,-1.574,1.282,0.7798521217,0.3095238095,Democratic,Republican
814,812,-0.682,0.527,0.8915450162,0.05208333333,Democratic,Democratic
14,18,-0.508,-0.415,0.8990896658,0.01547619048,Democratic,Democratic
1427,1,-1.854,0.757,0.8802211631,0.2303846154,Democratic,Republican
542,2209,-3.048,-1.853,0.8274928079,0.03032496782,Democratic,Democratic
2208,691,-1.622,-1.479,0.8130468499,0.0,Democratic,Democratic
1859,691,-2.385,-1.479,0.6452712923,0.02491694352,Democratic,Democratic
2114,690,1.42,-1.745,0.6834033189,0.5940449838,Republican,Democratic
2620,1382,-0.078,0.071,0.8898951966,0.03333333333,Republican,Republican
782,87,-1.361,-1.162,0.5846011373,0.1545495597,Democratic,Democratic
725,1136,1.133,0.638,0.8907245114,0.05752395752,Republican,Republican
730,847,0.51,0.706,0.7328651251,0.03243731088,Republican,Republican
778,731,0.534,0.681,0.636366156,0.101110773,Republican,Republican
2852,887,-0.033,-0.999,0.5026443839,0.07473544974,Democratic,Democratic
2010,1183,-1.035,-1.016,0.9249232195,0.04396932566,Democratic,Democratic
714,3117,-1.152,-1.044,0.1246134796,0.01474394022,Democratic,Democratic
2505,3117,0.759,-1.044,0.5743063273,0.7197043442,Republican,Democratic
1162,89,-1.025,-1.528,0.1985309763,0.1184653142,Democratic,Democratic
641,642,0.447,0.607,0.8390065496,0.01224489796,Republican,Republican
1932,1421,0.933,0.826,0.9194365663,0.05960591133,Republican,Republican
947,946,-0.65,0.48,0.8799033137,0.3004325363,Democratic,Republican
950,946,-0.915,0.48,0.9147372297,0.2070259429,Democratic,Republican
2067,404,1.226,0.829,0.4834460032,0.07834101382,Republican,Republican
271,397,0.498,0.928,0.9112920116,0.01111111111,Republican,Republican
2838,2577,1.404,0.734,0.8811442464,0.05742753623,Republican,Republican
853,2812,-0.164,-0.652,0.7386143537,0.2714285714,Democratic,Democratic
2438,1288,-0.924,-1.031,0.8234610956,0.08261731659,Democratic,Democratic
2147,513,-1.006,-1.216,0.7822599415,0.0352688172,Democratic,Democratic
1295,522,-0.989,-1.119,0.9456413987,0.005460464139,Democratic,Democratic
1277,1571,-1.339,0.094,0.8522470635,0.1588066261,Democratic,Republican
1576,1571,-1.032,0.094,0.9034278654,0.1332893847,Democratic,Republican
1290,519,-0.961,-1.153,0.5966386502,0.02723567194,Democratic,Democratic
1281,2136,-1.081,-1.191,0.875597926,0.03470136803,Democratic,Democratic
2133,1264,-1.211,-1.238,0.7722664978,0.0380952381,Democratic,Democratic
2130,511,-1.216,-1.145,0.8266032687,0.00858629819,Democratic,Democratic
1284,1302,-1.106,-1.027,0.8784683013,0.01410067224,Democratic,Democratic
1300,1280,-1.019,-1.336,0.9044633502,0.04692982456,Democratic,Democratic
512,1281,-1.234,-1.081,0.9256425759,0.04888888889,Democratic,Democratic
1295,1573,-0.989,-1.209,0.8759943642,0.03775850949,Democratic,Democratic
1577,1576,-1.007,-1.032,0.9122867019,0.003886474434,Democratic,Democratic
504,1568,-1.094,-1.243,0.8089587313,0.04347738613,Democratic,Democratic
2034,1789,-0.913,-1.141,0.274235008,0.04442542576,Democratic,Democratic
1915,2595,-1.497,-1.114,0.8883818506,0.004329004329,Democratic,Democratic
330,1361,1.234,1.461,0.9337778279,0.05186976144,Republican,Republican
2702,2257,0.955,-0.658,0.8800825548,0.4652750263,Republican,Democratic
371,2365,0.952,-0.061,0.9578383859,0.1342592593,Republican,Democratic
1100,97,-1.781,-1.346,0.335731105,0.05986627036,Democratic,Democratic
5,1243,-1.676,-1.593,0.7550213744,0.07030125738,Democratic,Democratic
1240,1407,-1.164,-1.805,0.7673284957,0.06909090909,Democratic,Democratic
817,16,-1.873,-2.906,0.9559537393,0.03361344538,Democratic,Democratic
2523,2382,1.338,-1.67,0.8308216243,0.3135428084,Republican,Democratic
2993,2382,0.939,-1.67,0.8354902914,0.3422619048,Republican,Democratic
2382,2796,-1.67,2.064,0.8016111135,0.6547619048,Democratic,Republican
1387,1089,0.049,-1.089,0.8458148728,0.560849572,Republican,Democratic
2458,1525,-1.089,-1.1,0.9365068345,0.01818181818,Democratic,Democratic
1243,1099,-1.593,-1.198,0.3133902572,0.1484290358,Democratic,Democratic
1059,1076,-0.463,-1.391,0.8188368996,0.09084249084,Democratic,Democratic
727,1648,-1.169,0.28,0.7157378553,0.4065558112,Democratic,Republican
782,1646,-1.361,0.711,0.7614228383,0.04537235236,Democratic,Republican
237,1132,-0.965,-2.098,0.3274944719,0.025,Democratic,Democratic
2509,958,-0.884,-0.667,0.2636809331,0.1183248001,Democratic,Democratic
1183,887,-1.016,-0.999,0.8586180303,0.07473544974,Democratic,Democratic
106,89,-2.523,-1.528,0.3600436697,0.1631276236,Democratic,Democratic
2110,1012,0.541,-1.625,0.7314070679,0.5758756087,Republican,Democratic
1704,1703,-0.881,-0.403,0.8837822969,0.06483516484,Democratic,Democratic
404,2587,0.829,0.752,0.8386530266,0.007722007722,Republican,Republican
393,2615,1.132,0.713,0.9509990997,0.04285714286,Republican,Republican
569,3114,1.932,0.649,0.3574911882,0.1931805207,Republican,Republican
2582,1130,0.904,0.976,0.8890727428,0.03200086424,Republican,Republican
403,2585,1.251,1.098,0.7588891132,0.04391891892,Republican,Republican
2615,2577,0.713,0.734,0.8944908782,0.002070393375,Republican,Republican
525,522,-1.291,-1.119,0.9165808198,0.02769420406,Democratic,Democratic
516,1283,-1.23,-1.234,0.9577057683,0.002164502165,Democratic,Democratic
523,2438,-1.114,-0.924,0.7888547226,0.05320555188,Democratic,Democratic
1286,2136,-1.149,-1.191,0.873471879,0.006418539752,Democratic,Democratic
2147,1286,-1.006,-1.149,0.908345922,0.0146627566,Democratic,Democratic
2137,529,-1.106,-1.139,0.8852165576,0.005469556244,Democratic,Democratic
526,1566,-1.197,-1.076,0.8765555695,0.01405223796,Democratic,Democratic
2148,1576,-1.077,-1.032,0.9224619897,0.01476635514,Democratic,Democratic
1859,548,-2.385,-1.285,0.3641163781,0.00484496124,Democratic,Democratic
1979,551,-1.701,-0.966,0.8851115306,0.02136752137,Democratic,Democratic
540,1794,-1.207,-0.604,0.941936188,0.01184952162,Democratic,Democratic
883,1797,-0.642,-1.499,0.7880029446,0.03331385155,Democratic,Democratic
477,481,-0.587,-1.221,0.9046219304,0.045,Democratic,Democratic
1912,1904,-1.356,-1.298,0.9452810598,0.01099932829,Democratic,Democratic
2995,88,-0.93,-1.154,0.6788698651,0.01501831502,Democratic,Democratic
590,589,0.874,0.985,0.9460913923,0.02895810159,Republican,Republican
369,2435,1.216,0.945,0.9476412343,0.009490509491,Republican,Republican
2708,2030,-1.202,-1.417,0.7920100246,0.003981106613,Democratic,Democratic
2448,2030,-2.782,-1.417,0.8870946118,0.03676592225,Democratic,Democratic
2447,107,-2.187,-2.537,0.5574096906,0.01196581197,Democratic,Democratic
2671,1129,-1.911,-1.407,0.9180572166,0.04166666667,Democratic,Democratic
1444,1712,1.238,1.696,0.8316824059,0.1441176471,Republican,Republican
1427,1244,-1.854,-1.706,0.8210186682,0.02675824176,Democratic,Democratic
1242,1588,1.161,0.833,0.9455371873,0.1461538462,Republican,Republican
2680,2209,-1.576,-1.853,0.8445474091,0.005494505495,Democratic,Democratic
542,674,-3.048,-1.036,0.7916909838,0.03657362113,Democratic,Democratic
2841,2202,1.664,-2.058,0.7830916667,0.5079365079,Republican,Democratic
807,675,-1.523,-2.132,0.3285968019,0.15461232,Democratic,Democratic
2760,678,-2.022,-1.204,0.9622861804,0.002521008403,Democratic,Democratic
2393,2790,0.081,0.23,0.9312478332,0.1882352941,Republican,Republican
1644,1649,-1.255,0.693,0.901808585,0.3491970089,Democratic,Republican
780,748,0.664,0.533,0.9470349126,0.02125645439,Republican,Republican
1987,954,-0.641,-0.963,0.8274490233,0.1624175084,Democratic,Democratic
438,857,0.837,0.933,0.8689909105,0.004643962848,Republican,Republican
868,445,0.82,1.301,0.8838624884,0.03333333333,Republican,Republican
1187,2428,-0.927,-0.937,0.9293407477,0.03152173913,Democratic,Democratic
1870,1489,1.02,1.027,0.8545582918,0.03770960223,Republican,Republican
2616,503,-0.731,-1.496,0.6513730209,0.1165845649,Democratic,Democratic
400,2584,0.832,2.215,0.9272886475,0.01275964392,Republican,Republican
3114,2576,0.649,1.077,0.8508409079,0.09808797524,Republican,Republican
391,393,1.285,1.132,0.8561640253,0.02034482759,Republican,Republican
271,2588,0.498,0.856,0.9341062775,0.0,Republican,Republican
548,853,-1.285,-0.164,0.3486285441,0.2583333333,Democratic,Democratic
2077,853,-0.519,-0.164,0.7947374504,0.2,Democratic,Democratic
2356,2927,0.796,1.374,0.7991303649,0.2727272727,Republican,Republican
531,514,-1.075,-1.105,0.8088348796,0.01266968326,Democratic,Democratic
532,1565,-1.42,-1.147,0.8665622518,0.0197600364,Democratic,Democratic
1604,1305,-1.291,-1.131,0.9061812742,0.03882619741,Democratic,Democratic
1304,511,-1.03,-1.145,0.7408313354,0.001771196283,Democratic,Democratic
1576,524,-1.032,-1.279,0.8698759581,0.007441116604,Democratic,Democratic
1604,1575,-1.291,-1.116,0.8214020236,0.005634133475,Democratic,Democratic
1606,1575,-1.185,-1.116,0.7452858892,0.01946844513,Democratic,Democratic
477,535,-0.587,-1.411,0.6865230227,0.0896969697,Democratic,Democratic
70,539,-1.17,-1.451,0.2965675945,0.07324428445,Democratic,Democratic
1979,539,-1.701,-1.451,0.6156182837,0.02579365079,Democratic,Democratic
473,476,-1.552,0.543,0.8193272412,0.4689393939,Democratic,Republican
482,3052,0.926,0.512,0.6810180782,0.1242877493,Republican,Republican
883,1789,-0.642,-1.141,0.7460257307,0.009126466754,Democratic,Democratic
2338,1906,-1.343,-1.133,0.3374470235,0.001503508186,Democratic,Democratic
3139,2490,-1.575,-0.969,0.9022295852,0.1028571429,Democratic,Democratic
1363,333,0.783,0.647,0.7125106979,0.2236673969,Republican,Republican
1447,2538,0.696,0.802,0.8786715154,0.07450980392,Republican,Republican
589,592,0.985,0.816,0.9571766143,0.02309299896,Republican,Republican
364,2143,0.938,1.186,0.8876686839,0.007133795054,Republican,Republican
2431,2367,1.044,0.673,0.9235855188,0.1031017423,Republican,Republican
1077,2367,-1.226,0.673,0.4299170828,0.6393225002,Democratic,Republican
2435,1729,0.945,1.25,0.8944248991,0.04117647059,Republican,Republican
1428,1425,-1.617,-1.725,0.9443986556,0.003333333333,Democratic,Democratic
20,812,-1.438,0.527,0.9533229038,0.003472222222,Democratic,Democratic
24,1244,-1.931,-1.706,0.81713047,0.007722007722,Democratic,Democratic
30,20,0.817,-1.438,0.9368370941,0.2483660131,Republican,Democratic
808,5,-2.028,-1.676,0.7803275122,0.0459599462,Democratic,Democratic
803,22,1.228,-0.908,0.8869633556,0.3063492063,Republican,Democratic
9,6,1.132,-2.078,0.8322337104,0.3494400527,Republican,Democratic
7,28,-2.402,1.032,0.758448736,0.4333333333,Democratic,Republican
20,4,-1.438,-1.815,0.9711540056,0.08585858586,Democratic,Democratic
2679,2626,-1.479,-1.863,0.9382088432,0.01933962264,Democratic,Democratic
541,2626,-1.273,-1.863,0.9571949689,0.01933962264,Democratic,Democratic
2652,3127,0.5,-1.544,0.5690282742,0.2120951937,Republican,Democratic
1060,2868,-1.026,-0.841,0.9254596687,0.08571428571,Democratic,Democratic
739,234,0.759,0.949,0.5079993785,0.1630769231,Republican,Republican
2226,745,-0.72,-1.259,0.254847468,0.1388888889,Democratic,Democratic
749,1647,-1.386,0.723,0.6441059366,0.6508344031,Democratic,Republican
724,1647,0.606,0.723,0.9206820783,0.02861519462,Republican,Republican
778,1630,0.534,0.678,0.7126531526,0.1381578947,Republican,Republican
782,777,-1.361,0.623,0.7620030804,0.4683947604,Democratic,Republican
87,746,-1.162,0.189,0.6560814749,0.6260778678,Democratic,Republican
558,2613,0.96,0.923,0.9246459211,0.01428571429,Republican,Republican
867,2613,-1.277,0.923,0.6462098146,0.675,Democratic,Republican
954,707,-0.963,-0.655,0.7481344412,0.01821261884,Democratic,Democratic
700,367,-1.031,-0.936,0.595517612,0.00663627153,Democratic,Democratic
443,1687,0.7,-0.747,0.60587135,0.4903846154,Republican,Democratic
323,1178,-1.078,-1.133,0.3621903962,0.00641025641,Democratic,Democratic
1175,2740,-1.552,-0.792,0.9598499497,0.07894993983,Democratic,Democratic
2943,3118,0.814,1.102,0.8737680702,0.03154611127,Republican,Republican
1178,2799,-1.133,-0.982,0.8955548292,0.006325070279,Democratic,Democratic
577,2288,0.794,-0.882,0.8871717425,0.2513937282,Republican,Democratic
2230,2754,-1.622,-0.43,0.9189541173,0.0150997151,Democratic,Democratic
649,990,-1.439,-0.892,0.9022514346,0.03361344538,Democratic,Democratic
991,3128,-1.265,-0.698,0.7883408942,0.09047619048,Democratic,Democratic
1878,633,-0.856,-0.981,0.2767470464,0.01388888889,Democratic,Democratic
2871,428,0.16,1.022,0.9169733276,0.25,Republican,Republican
2589,404,0.757,0.829,0.8916679558,0.0,Republican,Republican
395,2615,0.854,0.713,0.9483111184,0.02964959569,Republican,Republican
2558,3114,-0.961,0.649,0.7920479647,0.4740274094,Democratic,Republican
1372,1376,0.863,-0.471,0.7421509661,0.6350806452,Republican,Democratic
391,398,1.285,1.298,0.8368335601,0.01508166969,Republican,Republican
1961,1783,-0.579,-0.717,0.7725525093,0.04660087719,Democratic,Democratic
1273,1267,-1.065,-1.233,0.9072813383,0.06111111111,Democratic,Democratic
1282,1277,-1.153,-1.339,0.880170582,0.0223354232,Democratic,Democratic
520,513,-1.174,-1.216,0.7349728121,0.03947019868,Democratic,Democratic
523,1298,-1.114,-1.241,0.9068838472,0.006597031336,Democratic,Democratic
1612,2468,-1.27,-0.814,0.8509198689,0.01785714286,Democratic,Democratic
520,2136,-1.174,-1.191,0.9205787728,0.02528267782,Democratic,Democratic
511,520,-1.145,-1.174,0.8169958575,0.03185115106,Democratic,Democratic
1074,1562,-0.023,-1.098,0.8591885087,0.1710084034,Republican,Democratic
519,1562,-1.153,-1.098,0.6608060815,0.01646294882,Democratic,Democratic
1292,508,0.055,-1.262,0.8074356077,0.1924851681,Republican,Democratic
551,488,-0.966,-1.362,0.9194134499,0.02692307692,Democratic,Democratic
489,2082,-1.501,-1.213,0.7109113533,0.03452797203,Democratic,Democratic
470,1747,-1.597,-1.514,0.7696963921,0.03917050691,Democratic,Democratic
1918,2918,-1.148,-1.347,0.8668233796,0.02820512821,Democratic,Democratic
324,622,-1.207,-1.341,0.8185151861,0.01563905116,Democratic,Democratic
2674,1361,0.884,1.461,0.8598794631,0.05347593583,Republican,Republican
2256,2542,0.713,0.761,0.9056439218,0.08333333333,Republican,Republican
752,107,-1.344,-2.537,0.2730827259,0.07692307692,Democratic,Democratic
1594,107,-0.985,-2.537,0.2238629555,0.01398601399,Democratic,Democratic
18,11,-0.415,1.297,0.9131280651,0.1964285714,Democratic,Republican
801,12,-0.876,-1.649,0.9530515496,0.01098901099,Democratic,Democratic
683,2205,-1.408,0.943,0.8315677322,0.2017942977,Democratic,Republican
684,2796,-1.489,2.064,0.6721783817,0.6875,Democratic,Republican
691,2760,-1.479,-2.022,0.8902225282,0.01428571429,Democratic,Democratic
2497,2735,0.157,0.027,0.8381698296,0.373669027,Republican,Republican
2306,3126,-0.984,-1.642,0.7370702183,0.09523809524,Democratic,Democratic
1078,3134,-0.627,-0.795,0.8930307564,0.09548732558,Democratic,Democratic
2102,1008,-0.933,-0.436,0.849647134,0.006578947368,Democratic,Democratic
776,731,0.635,0.681,0.8002311194,0.05424010422,Republican,Republican
861,430,1.263,0.885,0.9000412148,0.09373854379,Republican,Republican
709,432,0.866,1.163,0.8785426632,0.1090909091,Republican,Republican
705,958,-1.13,-0.667,0.627699944,0.1354166667,Democratic,Democratic
1182,2022,-0.945,0.82,0.8955743474,0.2236155891,Democratic,Republican
1177,1186,-0.735,-0.866,0.9445394213,0.07601258894,Democratic,Democratic
2347,2943,0.829,0.814,0.9089023533,0.04500891266,Republican,Republican
650,3135,0.556,0.501,0.8783555923,0.1282051282,Republican,Republican
1232,3114,0.829,0.649,0.4308686644,0.0640294772,Republican,Republican
1374,3114,-1.318,0.649,0.7893339418,0.4879926108,Democratic,Republican
2582,754,0.904,0.818,0.7942001764,0.2807708749,Republican,Republican
1033,2577,0.875,0.734,0.8417714676,0.01833776989,Republican,Republican
1783,879,-0.717,0.897,0.6366021449,0.5227272727,Democratic,Republican
1269,513,-0.942,-1.216,0.7675081857,0.01555555556,Democratic,Democratic
1297,1290,-1.187,-0.961,0.9328366577,0.009532322654,Democratic,Democratic
2127,1266,-1.604,-1.302,0.8487164206,0.006764078195,Democratic,Democratic
525,519,-1.291,-1.153,0.5971719229,0.005502935883,Democratic,Democratic
1816,1568,0.165,-1.243,0.8061012606,0.08552631579,Republican,Democratic
530,1578,-1.204,-1.243,0.6867260385,0.0,Democratic,Democratic
486,2787,0.738,0.77,0.8435349988,0.2380952381,Republican,Republican
1393,2267,-1.212,-1.188,0.9412296263,0.001657063091,Democratic,Democratic
1625,552,-1.227,-1.263,0.3134984252,0.1791512122,Democratic,Democratic
1206,2848,-0.411,-1.385,0.5551507296,0.1618281768,Democratic,Democratic
355,1370,1.172,1.08,0.754166201,0.08333333333,Republican,Republican
97,623,-1.346,-1.61,0.3554760898,0.07241939726,Democratic,Democratic
2269,610,-1.367,-1.426,0.9654390007,0.01388888889,Democratic,Democratic
872,1235,-0.03,-0.788,0.7908309239,0.3,Republican,Democratic
1742,358,-1.126,-0.513,0.4108842084,0.01538537975,Democratic,Democratic
1718,364,-0.852,0.938,0.5837530506,0.7614537111,Democratic,Republican
1714,2763,1.186,1.146,0.8648752741,0.02690944342,Republican,Republican
680,2708,-1.187,-1.202,0.3001119031,0.05263157895,Democratic,Democratic
2448,107,-2.782,-2.537,0.586683222,0.01240694789,Democratic,Democratic
1410,817,2.209,-1.873,0.9109859892,0.2679738562,Republican,Democratic
25,30,-1.078,0.817,0.8986714373,0.3039215686,Democratic,Republican
14,30,-0.508,0.817,0.9158819886,0.2539215686,Democratic,Republican
780,736,0.664,0.206,0.9470776171,0.0569707401,Republican,Republican
1137,751,0.616,-1.052,0.7947428841,0.1577104642,Republican,Democratic
782,1630,-1.361,0.678,0.8042630674,0.4892692897,Democratic,Republican
744,791,0.824,1.222,0.9226954812,0.07843137255,Republican,Republican
443,558,0.7,0.96,0.8080945465,0.1703296703,Republican,Republican
697,1989,-1.473,-1.077,0.6224818122,0.06686046512,Democratic,Democratic
357,712,-0.712,-1.268,0.3234502733,0.005887850467,Democratic,Democratic
1528,1178,-1.186,-1.133,0.4976072043,0.01131221719,Democratic,Democratic
987,1012,0.572,-1.625,0.6330302625,0.5282565611,Republican,Democratic
948,423,-0.923,0.248,0.8905566152,0.3175675676,Democratic,Republican
2590,3114,0.817,0.649,0.8707654177,0.05942118227,Republican,Republican
